Date,Name,Year,Letterboxd URI,Rating
2025-03-06,Branded to Kill,1967,https://boxd.it/1HSQ,4
2025-03-07,Kuroneko,1968,https://boxd.it/12mE,5
2025-03-26,Black Sunday,1960,https://boxd.it/1rlG,4.5
2025-03-26,The Wicker Man,1973,https://boxd.it/1KnG,4.5
2025-03-26,The Fly,1986,https://boxd.it/1YIe,4
2025-03-26,The Beasts,2022,https://boxd.it/w1L6,4
2025-03-26,Naked Lunch,1991,https://boxd.it/26ow,3
2025-03-27,Videodrome,1983,https://boxd.it/29uC,4
2025-03-27,Veronika Voss,1982,https://boxd.it/273O,4
2025-03-31,Dead Talents Society,2024,https://boxd.it/C3y6,4
2025-04-14,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/27Qw,4
2025-04-28,Despair,1978,https://boxd.it/XtA,3.5
2025-04-28,The Fearless Vampire Killers,1967,https://boxd.it/25Ri,4
2025-04-28,The Saragossa Manuscript,1965,https://boxd.it/1ZPA,4.5
2025-04-28,The Exterminating Angel,1962,https://boxd.it/1nRS,4
2025-04-29,The Medium,2021,https://boxd.it/s0oi,4
2025-04-30,Love & Saucers,2017,https://boxd.it/g3NQ,4
2025-05-01,The Velvet Underground,2021,https://boxd.it/jPXA,5
2025-05-05,The 39 Steps,1935,https://boxd.it/2aKc,3.5
2025-05-05,Strangers on a Train,1951,https://boxd.it/29tk,5
2025-05-05,Notorious,1946,https://boxd.it/2aDK,4.5
2025-05-12,Rope,1948,https://boxd.it/28yo,4
2025-05-12,Under Capricorn,1949,https://boxd.it/24J8,4
2025-05-13,The Wrong Man,1956,https://boxd.it/1AqK,4
2025-05-14,Repulsion,1965,https://boxd.it/1TKu,4.5
2025-05-18,Deep Red,1975,https://boxd.it/1E1E,5
2025-05-18,Blood and Black Lace,1964,https://boxd.it/1qme,4.5
2025-05-18,Your Vice Is a Locked Room and Only I Have the Key,1972,https://boxd.it/2uT4,3
2025-05-18,The Strange Vice of Mrs Wardh,1971,https://boxd.it/1kkw,4.5
2025-05-19,What Have You Done to Solange?,1972,https://boxd.it/21uY,3.5
2025-05-25,MaXXXine,2024,https://boxd.it/CIM4,2.5
2025-05-26,In the Mood for Love,2000,https://boxd.it/29tE,4
2025-06-01,"Basic Sanitation, the Movie",2007,https://boxd.it/1oC,4
2025-06-02,Sinners,2025,https://boxd.it/KQMM,4
2025-06-11,Wild at Heart,1990,https://boxd.it/2aii,4
2025-06-12,eXistenZ,1999,https://boxd.it/27Ni,3.5
2025-06-12,Scanners,1981,https://boxd.it/1YqE,3.5
2025-06-23,Minority Report,2002,https://boxd.it/2aWi,4
2025-06-23,Total Recall,1990,https://boxd.it/29qK,3.5
2025-06-26,Kamikaze '89,1982,https://boxd.it/1RAM,3.5
2025-06-27,Chinese Roulette,1976,https://boxd.it/1b2I,3
2025-06-28,Hatchet for the Honeymoon,1970,https://boxd.it/1qn2,3.5
2025-06-28,Trafic,1971,https://boxd.it/1TZu,4.5
2025-07-01,Black Sabbath,1963,https://boxd.it/1qoa,4
2025-07-01,A Bay of Blood,1971,https://boxd.it/232i,4
2025-07-01,Baron Blood,1972,https://boxd.it/232s,3.5
2025-07-02,Antichrist,2009,https://boxd.it/1Inu,3.5
2025-07-03,August in the Water,1995,https://boxd.it/3xQE,4.5
2025-07-08,Cure,1997,https://boxd.it/1blA,4.5
2025-07-09,Eyes Wide Shut,1999,https://boxd.it/2axs,5
2025-07-12,The Snows of Kilimanjaro,2011,https://boxd.it/3duI,3.5
2025-07-12,Angel Dust,1994,https://boxd.it/1esa,4
2025-07-12,Throne of Blood,1957,https://boxd.it/251w,4
2025-07-14,Monty Python and the Holy Grail,1975,https://boxd.it/29GI,5
2025-07-14,For Love and Gold,1966,https://boxd.it/1yIs,4
2025-07-15,Witchhammer,1970,https://boxd.it/akE,5
2025-07-15,Macbeth,1971,https://boxd.it/1U9k,4.5
2025-07-15,The Case of the Scorpion's Tail,1971,https://boxd.it/1JDI,3.5
2025-07-15,Onibaba,1964,https://boxd.it/252a,4
2025-07-16,Cloud,2024,https://boxd.it/LhR0,3.5
2025-07-17,Weekend of a Champion,1972,https://boxd.it/5UF4,4
2025-07-17,Grand Prix,1966,https://boxd.it/1DzK,5
2025-07-17,Excitation,1977,https://boxd.it/5SPG,4
2025-07-18,Loved and Abused,1976,https://boxd.it/5SPQ,3.5
2025-07-18,Enigma for Demons,1975,https://boxd.it/c9GS,4
2025-07-19,At Midnight I'll Take Your Soul,1964,https://boxd.it/1kje,4
2025-07-19,The Awakening of the Beast,1970,https://boxd.it/3d62,4
2025-07-19,The Strange World of Coffin Joe,1968,https://boxd.it/3CAc,3.5
2025-07-20,The Bloody Exorcism of Coffin Joe,1974,https://boxd.it/4bha,4
2025-07-21,Daughters of Fire,1978,https://boxd.it/5Tfu,3.5
2025-07-22,Five Dolls for an August Moon,1970,https://boxd.it/1qmS,4
2025-07-22,The Sign of Scorpio,1974,https://boxd.it/6jmQ,3.5
2025-07-24,Viy,1967,https://boxd.it/nd2,4.5
2025-07-24,All the Colours of the Dark,1972,https://boxd.it/1kkQ,5
2025-07-24,Evenings on a Farm near Dikanka,1961,https://boxd.it/2VK4,3.5
2025-07-25,Road to Crime,1954,https://boxd.it/3Psg,4
2025-07-25,The Big Heat,1953,https://boxd.it/1NNM,4
2025-07-25,The Naked City,1948,https://boxd.it/1DpU,4
2025-07-29,Le Mans,1971,https://boxd.it/22lo,4
2025-08-11,Short Night of Glass Dolls,1971,https://boxd.it/12K2,4
2025-08-11,A Lizard in a Woman's Skin,1971,https://boxd.it/9Sq,3.5
2025-08-11,Heretic,2024,https://boxd.it/H1lY,2.5
2025-08-18,Torso,1973,https://boxd.it/1iGg,3.5
2025-08-19,Eddington,2025,https://boxd.it/o6MC,3.5
2025-08-23,Diary of a Wimpy Kid,2010,https://boxd.it/1fUa,3
2025-08-23,Diary of a Wimpy Kid: Rodrick Rules,2011,https://boxd.it/gm2,3.5
2025-08-23,Diary of a Wimpy Kid: Dog Days,2012,https://boxd.it/2TG0,4
2025-08-23,War of the Worlds,2025,https://boxd.it/so0a,0.5
2025-08-24,F1,2025,https://boxd.it/yjVM,3.5
2025-08-24,Punch-Drunk Love,2002,https://boxd.it/20E4,4.5
2025-08-25,Magnolia,1999,https://boxd.it/2aze,4.5
2025-08-25,Licorice Pizza,2021,https://boxd.it/qTKY,4
2025-08-25,Phantom Thread,2017,https://boxd.it/e4uc,3.5
2025-08-25,Hard Eight,1996,https://boxd.it/20DU,4
2025-08-25,Eraserhead,1977,https://boxd.it/299u,3
2025-08-26,The Ballad of Buster Scruggs,2018,https://boxd.it/jB2q,3
2025-08-26,Heat,1995,https://boxd.it/2bg8,4.5
2025-08-27,Collateral,2004,https://boxd.it/28F0,4
2025-08-30,Weapons,2025,https://boxd.it/EMTM,3.5
2025-08-31,One on Top of the Other,1969,https://boxd.it/2wys,3.5
2025-08-31,Mystic River,2003,https://boxd.it/2aAG,4
2025-09-02,Night Moves,1975,https://boxd.it/1hRM,3.5
2025-09-04,Hellish Flesh,1977,https://boxd.it/3Nua,3.5
2025-09-15,Dona Flor and Her Two Husbands,1976,https://boxd.it/Xpo,4
2025-09-15,The Blue Trail,2025,https://boxd.it/IrKi,3
2025-09-24,The Fantastic 4: First Steps,2025,https://boxd.it/mP6C,3
2025-09-29,One Battle After Another,2025,https://boxd.it/DUHM,4.5
2025-09-30,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/jLP8,4.5
2025-10-01,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,4
2025-10-13,Men and Women,1964,https://boxd.it/5T8e,3.5
2025-10-13,Angel of the Night,1974,https://boxd.it/5T6M,3.5
2025-10-13,Strange Encounter,1958,https://boxd.it/5T8o,4
2025-10-24,Kwaidan,1964,https://boxd.it/1kbY,4.5
2025-10-27,Resurrection,2025,https://boxd.it/x9DG,3.5
2025-11-02,Carnival Is Over,2024,https://boxd.it/GbAC,4
2025-11-02,Shine Your Eyes,2020,https://boxd.it/opwI,4.5
2025-11-02,This Night I'll Possess Your Corpse,1967,https://boxd.it/1kj4,5
2025-11-08,The Secret Agent,2025,https://boxd.it/KkUE,4.5
2025-11-10,Frankenstein,2025,https://boxd.it/Ecsg,3.5
2025-11-15,The Smashing Machine,2025,https://boxd.it/syUC,4
2025-11-16,The Ugly Stepsister,2025,https://boxd.it/MZBM,3.5
2025-11-16,Fréwaka,2024,https://boxd.it/J7CA,4
2025-11-29,Poor Things,2023,https://boxd.it/tNWU,4
2025-11-29,Bugonia,2025,https://boxd.it/qeWY,4
2025-11-30,No Other Choice,2025,https://boxd.it/nKiA,4.5
2025-12-09,It Was Just an Accident,2025,https://boxd.it/TX2k,4
2025-12-21,Wake Up Dead Man,2025,https://boxd.it/uAKS,3.5
2025-12-27,The Masque of the Red Death,1964,https://boxd.it/1w12,4
2025-12-27,The Pit and the Pendulum,1961,https://boxd.it/1prM,4
2025-12-29,Spirits of the Dead,1968,https://boxd.it/ZTg,3
2026-01-01,The Criminal Life of Archibaldo de la Cruz,1955,https://boxd.it/17Ty,4
2026-01-09,Marty Supreme,2025,https://boxd.it/Off0,4.5
2026-01-18,Hamnet,2025,https://boxd.it/woVy,4
2026-01-19,A Própria Carne,2025,https://boxd.it/Q9Rw,2.5
2026-01-19,The Things You Kill,2025,https://boxd.it/BQC0,3.5
2026-01-26,"São Paulo, Incorporated",1965,https://boxd.it/2BaA,5
2026-01-26,Same Old West,2024,https://boxd.it/OapE,4
2026-01-26,The Next Victim,1983,https://boxd.it/ahCA,4
2026-01-30,The Whip and the Body,1963,https://boxd.it/1rl2,3.5
2026-01-30,The Girl Who Knew Too Much,1963,https://boxd.it/1qou,4.5
2026-02-01,O Fabuloso Fittipaldi,1973,https://boxd.it/d7M2,3.5
2026-02-01,King of the Night,1975,https://boxd.it/7Q4s,3.5
2026-02-17,Attack on Titan: THE LAST ATTACK,2024,https://boxd.it/PgDE,4
2026-02-22,Soylent Green,1973,https://boxd.it/1SxE,4
2026-03-02,Howl's Moving Castle,2004,https://boxd.it/23De,4
2026-03-21,Wings of Desire,1987,https://boxd.it/2b26,4
2026-03-22,Project Hail Mary,2026,https://boxd.it/pEeQ,3.5
2026-03-22,Return to Silent Hill,2026,https://boxd.it/po3C,0.5
